EmployeeNumber,Department,JobRole,MonthlyIncome,OverTime,YearsAtCompany,JobSatisfaction,WorkLifeBalance,Churn_Probability,Risk_Tier,Replacement_Cost,Attrition
826,Research & Development,Research Scientist,2506,No,2,3,3,0.1462167966808593, Low Risk,15036,No
827,Research & Development,Manufacturing Director,6062,Yes,4,4,3,0.08889200552089173, Low Risk,36372,No
828,Research & Development,Research Scientist,4382,No,2,3,2,0.6567384804381348, High Risk,26292,Yes
829,Human Resources,Human Resources,2143,No,5,2,3,0.11901958977010488, Low Risk,12858,No
830,Research & Development,Manufacturing Director,6162,No,14,3,3,0.027151393251880207, Low Risk,36972,No
832,Research & Development,Laboratory Technician,5094,No,1,3,3,0.22461872995814441, Low Risk,30564,No
833,Research & Development,Manufacturing Director,6877,Yes,0,4,2,0.419812909540125, Medium Risk,41262,No
834,Research & Development,Research Scientist,2274,No,1,3,3,0.3337621821971032, Medium Risk,13644,No
836,Research & Development,Manufacturing Director,4434,No,9,2,2,0.16582498240506424, Low Risk,26604,No
837,Research & Development,Healthcare Representative,6288,No,4,1,2,0.1294474962531141, Low Risk,37728,No
838,Research & Development,Research Scientist,2553,No,5,4,3,0.1544927747209476, Low Risk,15318,No
840,Sales,Sales Executive,7654,No,9,4,4,0.5877875794808413, Medium Risk,45924,Yes
842,Sales,Sales Executive,5160,No,9,4,2,0.6085546797885713, High Risk,30960,Yes
843,Research & Development,Research Director,17159,No,4,1,3,0.04430727081964375, Low Risk,102954,No
844,Research & Development,Research Director,12808,Yes,9,4,3,0.067338381518803, Low Risk,76848,No
845,Research & Development,Manufacturing Director,10221,No,8,3,4,0.04003079966754228, Low Risk,61326,No
846,Sales,Sales Executive,4779,Yes,8,2,3,0.18106451574065904, Low Risk,28674,No
847,Human Resources,Human Resources,3737,No,3,4,1,0.07887497802604539, Low Risk,22422,No
848,Research & Development,Research Scientist,2366,Yes,8,3,3,0.7011674950314264, High Risk,14196,Yes
850,Research & Development,Research Scientist,1706,No,0,4,2,0.17770617648892753, Low Risk,10236,No
851,Sales,Manager,16307,No,20,3,2,0.05827542901454935, Low Risk,97842,No
852,Research & Development,Healthcare Representative,5933,No,5,2,2,0.14998383027793324, Low Risk,35598,No
854,Research & Development,Research Scientist,3424,No,4,1,2,0.3045667520574825, Medium Risk,20544,No
855,Sales,Sales Executive,4037,No,9,1,3,0.07203210105372089, Low Risk,24222,No
856,Research & Development,Research Scientist,2559,No,6,1,2,0.16526335666332068, Low Risk,15354,No
857,Sales,Sales Executive,6201,Yes,18,4,2,0.12299792455536009, Low Risk,37206,No
859,Sales,Sales Executive,4403,No,5,4,2,0.11798688289396858, Low Risk,26418,No
861,Research & Development,Research Scientist,3761,No,5,4,2,0.08008075147353017, Low Risk,22566,No
862,Sales,Sales Executive,10934,Yes,5,4,3,0.13311495321885006, Low Risk,65604,No
864,Sales,Sales Executive,10761,Yes,5,1,3,0.12817530748354156, Low Risk,64566,No
865,Research & Development,Research Scientist,5175,No,5,3,2,0.06795099119821522, Low Risk,31050,No
867,Research & Development,Manufacturing Director,13826,No,9,4,3,0.05049291119224276, Low Risk,82956,No
868,Sales,Sales Executive,6334,No,1,3,3,0.16619231441453666, Low Risk,38004,No
869,Human Resources,Human Resources,4936,No,5,4,3,0.05482698539716235, Low Risk,29616,No
872,Research & Development,Manufacturing Director,4775,No,2,4,1,0.10529291949125996, Low Risk,28650,No
874,Research & Development,Laboratory Technician,2818,Yes,3,4,2,0.20977472082426873, Low Risk,16908,No
875,Research & Development,Research Scientist,2515,Yes,2,4,3,0.1774585508075492, Low Risk,15090,No
878,Human Resources,Human Resources,2342,No,5,1,3,0.15285987870234286, Low Risk,14052,No
879,Sales,Sales Executive,4194,Yes,5,1,3,0.155334614531244, Low Risk,25164,No
880,Research & Development,Manufacturing Director,10685,Yes,17,3,3,0.03915251013794301, Low Risk,64110,No
881,Research & Development,Research Scientist,2022,Yes,10,2,2,0.7005023495056123, High Risk,12132,Yes
882,Research & Development,Laboratory Technician,2314,No,3,4,3,0.07519000682192259, Low Risk,13884,No
885,Sales,Sales Executive,4256,No,5,1,4,0.19254723350745612, Low Risk,25536,No
887,Research & Development,Research Scientist,3580,No,4,1,3,0.09133214477273287, Low Risk,21480,No
888,Research & Development,Laboratory Technician,3162,No,5,4,2,0.09093353113101185, Low Risk,18972,No
889,Sales,Sales Executive,6524,No,10,2,3,0.14417977406586222, Low Risk,39144,No
893,Sales,Sales Representative,2899,No,2,2,3,0.10313905906237233, Low Risk,17394,No
894,Research & Development,Laboratory Technician,5231,Yes,5,4,2,0.0638711981579148, Low Risk,31386,No
895,Research & Development,Research Scientist,2356,Yes,6,4,3,0.2702949246324297, Low Risk,14136,No
896,Sales,Sales Representative,2800,Yes,3,3,3,0.3906556807556165, Medium Risk,16800,Yes
897,Sales,Sales Executive,11836,No,2,4,3,0.09156731689551002, Low Risk,71016,No
899,Research & Development,Manufacturing Director,10903,No,13,2,3,0.09381681137183874, Low Risk,65418,No
900,Sales,Sales Representative,2973,No,5,4,3,0.12130150680745168, Low Risk,17838,No
901,Research & Development,Research Director,14275,No,12,4,3,0.12099200466373108, Low Risk,85650,No
902,Research & Development,Healthcare Representative,5562,No,5,4,2,0.06884309797279613, Low Risk,33372,No
903,Sales,Sales Executive,4537,Yes,7,4,3,0.10694502472392686, Low Risk,27222,No
904,Sales,Sales Executive,7642,Yes,10,2,3,0.11962558632622261, Low Risk,45852,No
905,Research & Development,Manager,17924,No,31,1,3,0.07831338558661655, Low Risk,107544,No
909,Human Resources,Human Resources,5204,No,5,4,3,0.06805868355910581, Low Risk,31224,No
910,Human Resources,Human Resources,2277,Yes,4,2,4,0.4153435357782135, Medium Risk,13662,No
911,Research & Development,Laboratory Technician,2795,Yes,1,4,1,0.8620287056324605, High Risk,16770,Yes
912,Research & Development,Laboratory Technician,2532,No,4,4,3,0.15481850409859818, Low Risk,15192,No
913,Research & Development,Research Scientist,2559,Yes,8,1,3,0.24017805112843932, Low Risk,15354,No
916,Sales,Sales Executive,4908,No,4,4,3,0.15432718704039358, Low Risk,29448,No
918,Research & Development,Laboratory Technician,2380,Yes,1,4,2,0.7363283977086716, High Risk,14280,Yes
920,Research & Development,Manufacturing Director,4765,No,1,2,4,0.14686497594899225, Low Risk,28590,No
922,Sales,Sales Representative,2044,No,2,3,2,0.7279790734779332, High Risk,12264,Yes
923,Research & Development,Research Scientist,2693,No,1,4,2,0.585621107012023, Medium Risk,16158,Yes
924,Research & Development,Healthcare Representative,6586,Yes,16,4,2,0.0718082899128303, Low Risk,39516,No
925,Sales,Sales Representative,3294,Yes,3,4,2,0.3113359179767926, Medium Risk,19764,No
926,Research & Development,Manufacturing Director,4171,Yes,3,3,4,0.5908553366097214, Medium Risk,25026,Yes
927,Research & Development,Laboratory Technician,2778,Yes,7,4,2,0.6631340316743125, High Risk,16668,Yes
930,Research & Development,Research Scientist,2377,No,2,3,3,0.24041594054637883, Low Risk,14262,No
932,Research & Development,Laboratory Technician,2404,Yes,2,1,1,0.743386599073875, High Risk,14424,Yes
933,Research & Development,Research Scientist,2318,No,1,3,3,0.6383200826920471, High Risk,13908,No
934,Research & Development,Laboratory Technician,2008,No,1,2,3,0.37937179950965016, Medium Risk,12048,No
936,Sales,Sales Executive,6244,No,5,3,3,0.2097051190496294, Low Risk,37464,No
939,Research & Development,Research Scientist,2799,Yes,3,1,3,0.31039163131456066, Medium Risk,16794,No
940,Research & Development,Healthcare Representative,10552,Yes,6,2,3,0.040886783861007456, Low Risk,63312,No
941,Sales,Sales Representative,2329,No,7,3,4,0.16636154241382836, Low Risk,13974,No
942,Research & Development,Healthcare Representative,4014,Yes,10,4,1,0.06929004695036146, Low Risk,24084,No
944,Research & Development,Laboratory Technician,7403,No,26,2,2,0.0828389020273284, Low Risk,44418,No
945,Research & Development,Research Scientist,2259,No,0,3,2,0.14435035640067068, Low Risk,13554,No
947,Sales,Sales Executive,6932,No,9,3,2,0.10059529145205395, Low Risk,41592,No
949,Research & Development,Research Scientist,4678,No,6,4,3,0.09810371891745662, Low Risk,28068,No
950,Research & Development,Research Director,13582,No,15,1,3,0.015722305055788137, Low Risk,81492,No
951,Research & Development,Laboratory Technician,2332,No,3,2,3,0.1349348548007992, Low Risk,13992,No
952,Sales,Sales Representative,2413,Yes,1,2,3,0.8706079196497757, High Risk,14478,Yes
954,Sales,Sales Executive,9705,No,1,2,2,0.3818156593481583, Medium Risk,58230,No
956,Sales,Sales Executive,4294,No,7,1,3,0.1970584840885501, Low Risk,25764,No
957,Research & Development,Laboratory Technician,4721,Yes,18,1,3,0.16231737302377863, Low Risk,28326,No
958,Research & Development,Laboratory Technician,2519,No,11,3,3,0.08767714610463948, Low Risk,15114,No
959,Sales,Sales Representative,2121,Yes,1,2,4,0.9225064467380285, High Risk,12726,Yes
960,Research & Development,Laboratory Technician,2973,No,1,1,3,0.8245017943116424, High Risk,17838,Yes
961,Research & Development,Healthcare Representative,5855,Yes,9,4,1,0.10975006042036206, Low Risk,35130,No
964,Research & Development,Research Scientist,3617,Yes,1,2,3,0.10426120316084604, Low Risk,21702,No
966,Research & Development,Manufacturing Director,6725,No,8,1,4,0.06605123415332977, Low Risk,40350,No
967,Sales,Sales Executive,10325,Yes,16,4,3,0.5956578509664479, Medium Risk,61950,Yes
969,Research & Development,Healthcare Representative,6949,No,5,4,3,0.0585999935633451, Low Risk,41694,No
970,Sales,Sales Executive,10609,No,14,3,1,0.6725961052337098, High Risk,63654,Yes
972,Research & Development,Laboratory Technician,4447,No,9,2,2,0.07138364661936433, Low Risk,26682,No
974,Sales,Sales Representative,2157,No,3,4,3,0.3017698489255682, Medium Risk,12942,No
975,Sales,Sales Executive,4601,No,5,3,3,0.14199424085270518, Low Risk,27606,No
976,Research & Development,Manager,17099,No,9,4,2,0.026064659718914873, Low Risk,102594,No
977,Research & Development,Research Scientist,2479,No,1,3,3,0.32280197052410636, Medium Risk,14874,Yes
981,Sales,Manager,14852,No,17,3,4,0.07648236519858492, Low Risk,89112,No
982,Sales,Sales Executive,7264,No,8,3,4,0.13073686245276525, Low Risk,43584,No
983,Sales,Sales Executive,5666,Yes,5,4,3,0.21784984745773958, Low Risk,33996,No
984,Sales,Sales Executive,7823,No,10,4,3,0.08634727187135172, Low Risk,46938,No
985,Sales,Sales Executive,7880,No,8,3,3,0.10297327619324978, Low Risk,47280,No
986,Sales,Sales Executive,13194,Yes,1,2,2,0.6974334720639126, High Risk,79164,Yes
987,Research & Development,Manufacturing Director,5067,Yes,19,3,4,0.08770296340540756, Low Risk,30402,No
990,Sales,Sales Executive,5079,No,7,4,3,0.09747632791414267, Low Risk,30474,No
991,Research & Development,Research Scientist,2321,Yes,3,1,3,0.39620162066968434, Medium Risk,13926,Yes
992,Sales,Manager,17444,No,10,3,3,0.07761862620426724, Low Risk,104664,No
994,Research & Development,Research Scientist,2404,Yes,0,1,3,0.7901091787726461, High Risk,14424,Yes
995,Research & Development,Research Scientist,3452,No,3,4,3,0.17167590566656293, Low Risk,20712,No
996,Research & Development,Laboratory Technician,2270,No,5,4,3,0.07164847673371816, Low Risk,13620,No
997,Research & Development,Research Director,17399,No,5,4,2,0.02939441853032105, Low Risk,104394,No
998,Research & Development,Healthcare Representative,5488,Yes,6,2,3,0.13472093378716388, Low Risk,32928,No
999,Research & Development,Research Director,19419,No,18,3,4,0.04661964534347974, Low Risk,116514,No
1001,Research & Development,Laboratory Technician,2811,No,2,2,3,0.24521111004471483, Low Risk,16866,No
1002,Research & Development,Laboratory Technician,3633,Yes,9,1,3,0.13138850202628044, Low Risk,21798,No
1003,Sales,Sales Executive,4163,Yes,9,4,3,0.16305828434709085, Low Risk,24978,No
1004,Research & Development,Research Scientist,2132,Yes,5,3,3,0.7898310834583288, High Risk,12792,Yes
1005,Research & Development,Manufacturing Director,13973,Yes,12,3,3,0.043672193681694976, Low Risk,83838,No
1006,Research & Development,Research Scientist,2684,No,2,3,2,0.08413928941165094, Low Risk,16104,No
1007,Research & Development,Manufacturing Director,10845,No,8,3,3,0.07512750106072624, Low Risk,65070,No
1009,Research & Development,Manufacturing Director,4377,No,4,3,3,0.11674799343076898, Low Risk,26262,No
1010,Research & Development,Laboratory Technician,3743,Yes,4,2,1,0.7055310415901908, High Risk,22458,Yes
1011,Research & Development,Manufacturing Director,4148,No,4,1,3,0.09169354373287116, Low Risk,24888,No
1012,Research & Development,Research Scientist,1051,No,0,4,3,0.4436975550733544, Medium Risk,6306,No
1013,Research & Development,Manufacturing Director,10739,No,10,3,3,0.05693735543253037, Low Risk,64434,No
1014,Research & Development,Healthcare Representative,10388,Yes,16,3,2,0.15283420815884086, Low Risk,62328,No
1015,Research & Development,Research Director,11416,Yes,8,1,2,0.09766873935261451, Low Risk,68496,No
1016,Research & Development,Research Scientist,2600,Yes,1,1,3,0.9153853562279199, High Risk,15600,Yes
1017,Research & Development,Laboratory Technician,2422,No,3,2,3,0.19883470414953333, Low Risk,14532,Yes
1018,Research & Development,Manufacturing Director,5472,No,8,4,3,0.08439710293519866, Low Risk,32832,No
1019,Research & Development,Laboratory Technician,2451,No,4,1,2,0.19730949495183683, Low Risk,14706,No
1022,Research & Development,Healthcare Representative,4240,No,2,3,3,0.1241788449490095, Low Risk,25440,No
1024,Research & Development,Healthcare Representative,10999,No,15,3,3,0.0579444594104436, Low Risk,65994,No
1025,Research & Development,Manufacturing Director,5003,No,2,3,3,0.09414404645635248, Low Risk,30018,No
1026,Research & Development,Manufacturing Director,12742,No,21,4,3,0.061978871203984244, Low Risk,76452,No
1027,Research & Development,Manufacturing Director,4227,No,3,4,3,0.04071622158110082, Low Risk,25362,No
1028,Research & Development,Laboratory Technician,3917,No,3,4,2,0.11283244427211298, Low Risk,23502,No
1029,Sales,Manager,18303,No,1,3,4,0.08834395914077647, Low Risk,109818,No
1030,Research & Development,Laboratory Technician,2380,No,1,4,3,0.33312215398473943, Medium Risk,14280,No
1032,Research & Development,Manufacturing Director,13726,Yes,5,4,3,0.06586534972421124, Low Risk,82356,No
1033,Research & Development,Healthcare Representative,4777,No,1,2,1,0.39577673668955543, Medium Risk,28662,Yes
1034,Research & Development,Healthcare Representative,6385,Yes,8,2,3,0.10424830866070746, Low Risk,38310,No
1035,Research & Development,Research Director,19973,No,21,3,3,0.14483495994896214, Low Risk,119838,No
1036,Sales,Sales Executive,6861,Yes,1,4,3,0.289224809743415, Low Risk,41166,No
1037,Sales,Sales Executive,4969,No,2,1,3,0.6895698632048735, High Risk,29814,Yes
1038,Sales,Manager,19845,No,32,4,3,0.6196070667656592, High Risk,119070,Yes
1039,Sales,Sales Executive,13320,Yes,12,4,3,0.08506793095738725, Low Risk,79920,No
1040,Sales,Sales Executive,6347,No,18,3,3,0.08452163344061192, Low Risk,38082,No
1042,Research & Development,Laboratory Technician,2743,No,17,1,3,0.5993408682649237, Medium Risk,16458,Yes
1043,Research & Development,Manufacturing Director,10880,Yes,21,1,3,0.13587324792825053, Low Risk,65280,No
1044,Sales,Sales Representative,2342,No,2,4,2,0.13227542808471582, Low Risk,14052,No
1045,Sales,Manager,17650,No,9,4,4,0.055222981959252675, Low Risk,105900,No
1046,Research & Development,Laboratory Technician,4025,No,8,3,3,0.18752481046459718, Low Risk,24150,No
1047,Sales,Sales Executive,9725,No,15,4,2,0.08426656803829723, Low Risk,58350,No
1048,Sales,Manager,11904,Yes,6,4,1,0.1577672511075586, Low Risk,71424,No
1049,Human Resources,Human Resources,2177,No,6,2,3,0.18590970450874036, Low Risk,13062,No
1050,Sales,Sales Executive,7525,No,15,2,3,0.11563903674244108, Low Risk,45150,No
1052,Research & Development,Laboratory Technician,4834,No,1,3,2,0.609268643019568, High Risk,29004,Yes
1053,Research & Development,Research Scientist,2042,Yes,3,1,3,0.5865308184733222, Medium Risk,12252,Yes
1055,Sales,Sales Representative,2220,Yes,1,3,3,0.3212609348319173, Medium Risk,13320,No
1056,Sales,Sales Representative,1052,No,1,2,3,0.6408129229604469, High Risk,6312,No
1060,Research & Development,Research Scientist,2821,No,2,3,3,0.11155668559347831, Low Risk,16926,No
1061,Research & Development,Research Director,19237,Yes,8,3,2,0.09912438173151125, Low Risk,115422,No
1062,Research & Development,Healthcare Representative,4107,No,4,2,2,0.16309120703995042, Low Risk,24642,No
1066,Sales,Sales Executive,8396,No,7,1,2,0.17167871077686578, Low Risk,50376,No
1068,Research & Development,Research Scientist,2007,No,5,3,3,0.09134262041320303, Low Risk,12042,No
1069,Research & Development,Research Director,19627,No,2,4,3,0.09119986478529654, Low Risk,117762,No
1070,Sales,Sales Executive,10686,No,9,3,3,0.2588905658732661, Low Risk,64116,No
1071,Research & Development,Research Scientist,2942,No,5,3,3,0.1459832694166322, Low Risk,17652,No
1073,Research & Development,Manufacturing Director,8858,No,14,4,2,0.16263661403707239, Low Risk,53148,No
1074,Research & Development,Manager,16756,No,9,1,4,0.12403904854753944, Low Risk,100536,No
1076,Sales,Sales Executive,10798,No,1,4,3,0.1180933430598653, Low Risk,64788,No
1077,Sales,Sales Representative,2323,Yes,2,4,3,0.8244044403751403, High Risk,13938,Yes
1079,Research & Development,Laboratory Technician,1416,No,1,1,2,0.8760218162658358, High Risk,8496,Yes
1080,Research & Development,Research Scientist,4615,Yes,16,1,3,0.05388447207199488, Low Risk,27690,No
1081,Research & Development,Research Scientist,2461,Yes,10,3,4,0.17757858921824635, Low Risk,14766,Yes
1082,Research & Development,Healthcare Representative,8722,No,10,1,2,0.153481292939406, Low Risk,52332,Yes
1083,Research & Development,Laboratory Technician,3955,No,5,1,3,0.12272794950689464, Low Risk,23730,No
1084,Research & Development,Manufacturing Director,9957,No,6,1,2,0.11019015671293328, Low Risk,59742,No
1085,Research & Development,Research Scientist,3376,No,10,3,3,0.1066053219922427, Low Risk,20256,No
1088,Research & Development,Healthcare Representative,8823,No,19,3,2,0.06554097503344485, Low Risk,52938,No
1092,Research & Development,Healthcare Representative,10322,No,11,4,3,0.08330266338606532, Low Risk,61932,No
1094,Research & Development,Laboratory Technician,4621,No,3,3,3,0.11350877494285908, Low Risk,27726,No
1096,Research & Development,Manufacturing Director,10976,No,3,2,3,0.0440018465243992, Low Risk,65856,No
1097,Research & Development,Research Scientist,3660,No,8,3,4,0.18882896002915764, Low Risk,21960,No
1098,Human Resources,Human Resources,10482,No,20,1,3,0.09197997844021837, Low Risk,62892,Yes
1099,Research & Development,Healthcare Representative,7119,No,3,4,3,0.0863656117363971, Low Risk,42714,No
1100,Sales,Sales Executive,9582,Yes,8,1,3,0.6934461100731281, High Risk,57492,Yes
1101,Research & Development,Research Scientist,4508,No,13,3,3,0.591231737216125, Medium Risk,27048,Yes
1102,Research & Development,Laboratory Technician,2207,No,4,3,2,0.1561541752041437, Low Risk,13242,No
1103,Research & Development,Healthcare Representative,7756,No,6,4,2,0.06673443895232706, Low Risk,46536,No
1105,Sales,Sales Executive,6694,Yes,1,4,3,0.2027834027884884, Low Risk,40164,No
1106,Research & Development,Laboratory Technician,3691,Yes,7,4,4,0.6240402395336778, High Risk,22146,Yes
1107,Research & Development,Laboratory Technician,2377,No,1,3,2,0.7749903160671842, High Risk,14262,Yes
1108,Research & Development,Research Scientist,2313,Yes,2,2,3,0.8024074146139362, High Risk,13878,Yes
1109,Research & Development,Manager,17665,No,22,1,3,0.030436650828116626, Low Risk,105990,No
1111,Research & Development,Laboratory Technician,2596,No,1,2,3,0.7408510778826397, High Risk,15576,Yes
1113,Sales,Sales Executive,4728,Yes,0,3,3,0.258882925509253, Low Risk,28368,Yes
1114,Sales,Sales Executive,4302,No,3,2,3,0.0783638782856183, Low Risk,25812,No
1115,Research & Development,Research Scientist,2979,No,0,4,3,0.11661571390393378, Low Risk,17874,No
1116,Research & Development,Manager,16885,No,5,4,2,0.016231013304222157, Low Risk,101310,No
1117,Sales,Sales Executive,5593,No,15,3,3,0.0684944694150877, Low Risk,33558,No
1118,Research & Development,Healthcare Representative,10445,No,8,2,3,0.09914053791368627, Low Risk,62670,No
1119,Sales,Sales Executive,8740,Yes,8,3,3,0.11008907863883484, Low Risk,52440,No
1120,Research & Development,Research Scientist,2514,No,7,4,3,0.09774921934262634, Low Risk,15084,No
1121,Research & Development,Manufacturing Director,7655,No,9,2,2,0.06906501359181759, Low Risk,45930,No
1124,Sales,Manager,17465,No,12,3,3,0.1089001161111677, Low Risk,104790,No
1125,Sales,Sales Executive,7351,No,1,2,3,0.2171699013537439, Low Risk,44106,No
1126,Research & Development,Manufacturing Director,10820,No,8,1,3,0.0914646440818161, Low Risk,64920,No
1127,Research & Development,Healthcare Representative,12169,No,18,4,3,0.5880082876919872, Medium Risk,73014,Yes
1128,Research & Development,Research Director,19626,No,20,3,4,0.045057602660072284, Low Risk,117756,No
1131,Research & Development,Research Scientist,2070,Yes,2,2,4,0.34123376152244395, Medium Risk,12420,No
1132,Research & Development,Laboratory Technician,6782,No,5,2,2,0.17601993947431022, Low Risk,40692,No
1133,Research & Development,Manufacturing Director,7779,No,11,4,3,0.10297730184461253, Low Risk,46674,No
1135,Sales,Sales Representative,2791,No,2,4,3,0.28915066085348573, Low Risk,16746,No
1136,Research & Development,Research Scientist,3201,No,5,2,1,0.23872031645869324, Low Risk,19206,No
1137,Sales,Sales Executive,4968,No,5,4,3,0.05357448304413042, Low Risk,29808,No
1138,Sales,Sales Executive,13120,No,9,2,3,0.16355416427425562, Low Risk,78720,No
1140,Research & Development,Manufacturing Director,4033,No,3,3,2,0.1405673085984057, Low Risk,24198,No
1143,Research & Development,Research Scientist,3291,No,7,2,2,0.08675161825280506, Low Risk,19746,No
1148,Research & Development,Laboratory Technician,4272,No,1,4,3,0.25683998410310094, Low Risk,25632,No
1150,Research & Development,Manufacturing Director,5056,Yes,10,4,2,0.12444536489330277, Low Risk,30336,No
1152,Human Resources,Human Resources,2844,No,7,3,4,0.10352052396370294, Low Risk,17064,No
1154,Research & Development,Research Scientist,2703,Yes,3,3,3,0.3315452079120732, Medium Risk,16218,No
1156,Research & Development,Laboratory Technician,1904,No,0,3,3,0.7451743567846482, High Risk,11424,Yes
1157,Sales,Sales Executive,8224,Yes,5,1,3,0.42666832124705595, Medium Risk,49344,Yes
1158,Research & Development,Laboratory Technician,4766,Yes,1,4,3,0.1873751203324052, Low Risk,28596,No
1160,Research & Development,Laboratory Technician,2610,No,2,3,2,0.5968241509130128, Medium Risk,15660,Yes
1161,Research & Development,Healthcare Representative,5731,No,6,4,3,0.11504742827114885, Low Risk,34386,No
1162,Research & Development,Research Scientist,2539,No,4,3,3,0.11644295802883443, Low Risk,15234,No
1163,Sales,Sales Executive,5714,No,6,3,2,0.1185205456267045, Low Risk,34284,No
1164,Human Resources,Human Resources,4323,No,5,3,1,0.1465736370038555, Low Risk,25938,No
1165,Sales,Sales Executive,7336,No,11,1,1,0.5732401911450455, Medium Risk,44016,Yes
1166,Research & Development,Research Director,13499,No,18,3,2,0.07020797824606127, Low Risk,80994,No
1167,Sales,Sales Executive,13758,Yes,21,1,2,0.6406398278314717, High Risk,82548,Yes
1171,Sales,Sales Executive,5155,No,6,1,4,0.1442508954761697, Low Risk,30930,No
1172,Research & Development,Laboratory Technician,2258,No,8,3,3,0.10595884027351475, Low Risk,13548,No
1173,Research & Development,Laboratory Technician,3597,No,4,2,3,0.30542190889594234, Medium Risk,21582,No
1175,Research & Development,Laboratory Technician,2515,Yes,1,4,2,0.7278585113576962, High Risk,15090,Yes
1177,Research & Development,Laboratory Technician,4420,No,8,4,3,0.10198611689707356, Low Risk,26520,No
1179,Sales,Sales Executive,6578,No,10,3,3,0.11029249980015, Low Risk,39468,No
1180,Research & Development,Research Scientist,4422,Yes,1,4,1,0.18674164324344056, Low Risk,26532,No
1182,Research & Development,Manufacturing Director,10274,No,7,2,4,0.056047984835035036, Low Risk,61644,No
1184,Research & Development,Healthcare Representative,5343,No,13,1,3,0.05957106134679643, Low Risk,32058,No
1185,Research & Development,Laboratory Technician,2376,No,2,4,4,0.11300655858514089, Low Risk,14256,No
1188,Sales,Sales Executive,5346,No,4,3,2,0.744968055177215, High Risk,32076,Yes
1190,Sales,Sales Representative,2827,No,1,1,3,0.3151315597346034, Medium Risk,16962,No
1191,Research & Development,Manager,19943,No,5,1,3,0.14164423223775108, Low Risk,119658,No
1192,Research & Development,Laboratory Technician,3131,No,10,4,3,0.07553203823209328, Low Risk,18786,No
1193,Research & Development,Research Scientist,2552,No,1,1,3,0.4574198316599228, Medium Risk,15312,No
1195,Research & Development,Research Scientist,4477,Yes,3,3,2,0.2198573690760734, Low Risk,26862,No
1196,Research & Development,Manufacturing Director,6474,No,14,4,2,0.028086851545572937, Low Risk,38844,No
1198,Research & Development,Laboratory Technician,3033,No,2,3,2,0.3469071033049926, Medium Risk,18198,No
1200,Research & Development,Research Scientist,2936,Yes,6,3,3,0.6256376165324179, High Risk,17616,Yes
1201,Research & Development,Manager,18606,No,7,3,3,0.036818330642289405, Low Risk,111636,No
1202,Research & Development,Research Scientist,2168,Yes,5,4,2,0.2625290523284297, Low Risk,13008,No
1203,Research & Development,Research Scientist,2853,Yes,0,4,3,0.44083679239219825, Medium Risk,17118,Yes
1204,Sales,Manager,17048,No,26,1,3,0.11747809275143414, Low Risk,102288,No
1206,Research & Development,Research Scientist,2290,No,0,3,3,0.2356479542923711, Low Risk,13740,No
1207,Human Resources,Human Resources,3600,No,5,3,3,0.1109812656432074, Low Risk,21600,No
1210,Research & Development,Research Scientist,2107,No,1,1,1,0.31105135658587746, Medium Risk,12642,Yes
1211,Sales,Sales Executive,4115,No,4,1,3,0.1528140542721972, Low Risk,24690,No
1212,Sales,Sales Executive,4327,No,0,2,3,0.11036609703650459, Low Risk,25962,No
1215,Research & Development,Manager,17856,No,2,1,3,0.05164027296668495, Low Risk,107136,No
1216,Research & Development,Laboratory Technician,3196,No,6,1,3,0.11400850084058103, Low Risk,19176,No
1217,Research & Development,Research Director,19081,No,4,2,3,0.07035261375018663, Low Risk,114486,No
1218,Sales,Sales Executive,8966,Yes,7,1,3,0.1110796707084438, Low Risk,53796,No
1219,Research & Development,Laboratory Technician,2210,No,1,2,1,0.7729656043099883, High Risk,13260,Yes
1220,Sales,Sales Executive,4539,No,10,3,2,0.08755922874148242, Low Risk,27234,No
1221,Research & Development,Laboratory Technician,2741,No,7,3,3,0.11645895942693274, Low Risk,16446,No
1224,Research & Development,Laboratory Technician,3491,No,10,3,2,0.13777923574404471, Low Risk,20946,No
1225,Research & Development,Research Scientist,4541,No,20,4,3,0.13242255997147637, Low Risk,27246,No
1226,Sales,Sales Representative,2678,No,2,4,3,0.2603232138452773, Low Risk,16068,No
1228,Research & Development,Manufacturing Director,7379,No,6,4,2,0.06367115980481546, Low Risk,44274,No
1231,Human Resources,Human Resources,6272,No,4,1,4,0.11043062723392495, Low Risk,37632,No
1233,Sales,Sales Executive,5220,Yes,11,4,3,0.12031867390794812, Low Risk,31320,No
1234,Research & Development,Laboratory Technician,2743,No,2,2,3,0.27884111751623936, Low Risk,16458,No
1235,Research & Development,Research Scientist,4998,Yes,8,3,3,0.12217553968734174, Low Risk,29988,No
1237,Research & Development,Manufacturing Director,10252,Yes,7,1,3,0.07422041066195222, Low Risk,61512,No
1238,Research & Development,Research Scientist,2781,No,14,4,3,0.07772192869954611, Low Risk,16686,No
1239,Sales,Sales Executive,6852,No,5,2,4,0.13361395240963408, Low Risk,41112,No
1240,Sales,Sales Executive,4950,No,4,4,3,0.10202224272473626, Low Risk,29700,No
1241,Research & Development,Research Scientist,3579,Yes,11,2,3,0.09819714643640108, Low Risk,21474,No
1242,Research & Development,Research Director,13191,Yes,1,1,3,0.12330594047069075, Low Risk,79146,No
1243,Sales,Sales Executive,10377,Yes,13,4,2,0.12644094451348953, Low Risk,62262,No
